,Ticker,Analyst,Value
801,DKS,Camilo Lyon,0.55
802,DKS,"Brian Nagel, CFA",0.50
803,DKS,Analyst_2317585,0.80
804,ANF,VanderVan15,-0.28
805,ANF,Scott Hendricks,-0.31
806,ANF,Mehrwert,-0.25
807,ANF,Brad Hewitt,-0.34
808,ANF,Wx_Torn,-0.35
809,ANF,Jacob Hess,-0.35
810,ANF,Bill,-0.36
811,ANF,Analyst_4444249,-0.37
812,ANF,eptest,-0.38
813,ANF,Aram Balian,-0.38
814,ANF,Analyst_4146227,-0.39
815,ANF,Dr_Meso,-0.40
816,ANF,Analyst_4549271,-0.40
817,ANF,Medic2525,-0.40
818,ANF,Analyst_7077679,-0.41
819,ANF,Jagator904,-0.41
820,ANF,Madmoni,-0.41
821,ANF,Malette,-0.41
822,ANF,coffeepster,-0.42
823,ANF,GraesonMichaud,-0.43
824,ANF,Analyst_344320,-0.43
825,ANF,JJM,-0.44
826,ANF,Analyst_828799,-0.44
827,ANF,Analyst_6685206,-0.44
828,ANF,Bob S.,-0.44
829,ANF,Analyst_5096309,-0.45
830,ANF,Thomas,-0.45
831,ANF,Analyst_397314,-0.45
832,ANF,Dana Telsey,-0.46
833,ANF,Sentinel,-0.46
834,ANF,Janine Stichter,-0.56
835,ANF,CCerberus24,-0.64
836,ANF,Lucky_Sawdust,-0.71
837,TIF,Sentinel,1.03
838,TIF,Mehrwert,1.03
839,TIF,kerry burrell,1.03
840,TIF,Bob S.,1.02
841,TIF,Nag,1.04
842,TIF,Wx_Torn,1.04
843,TIF,coffeepster,1.04
844,TIF,Jagator904,1.04
845,TIF,loopie,1.04
846,TIF,d_strizhi,1.02
847,TIF,Analyst_1373441,1.01
848,TIF,Fernando Aldana,1.05
849,TIF,GregTripple,1.00
850,TIF,Dana Telsey,1.06
851,TIF,Medic2525,1.06
852,TIF,Frederick Tremblay,1.06
853,TIF,Zach Mazzeo,1.07
854,TIF,"Brian Nagel, CFA",0.97
855,TIF,Bill,1.10
856,TIF,panda_w,1.10
857,TIF,Analyst_6160059,0.95
858,TIF,Analyst_6314251,1.12
859,TIF,Randal Konik,1.14
860,TIF,Rick Patel,1.14
861,TIF,Bill Dreher,0.91
862,TIF,Analyst_6840794,1.18
863,TIF,Analyst_5273418,1.20
864,TIF,VanderVan15,0.80
865,CHS,Frederick Tremblay,0.05
866,CHS,Medic2525,0.05
867,CHS,Bill,0.04
868,CHS,Analyst_7598652,0.03
869,CHS,Jacob Hess,0.03
870,CHS,Analyst_8551843,0.02
871,CHS,Analyst_4444249,0.02
872,CHS,Dana Telsey,0.01
873,CHS,JJM,0
874,CHS,Analyst_4903215,0
875,CHS,Sentinel,0.12
876,CHS,Analyst_6670750,-0.07
877,CHS,Randal Konik,0.23
878,GPS,bdarbe11,0.28
879,GPS,coffeepster,0.29
880,GPS,VanderVan15,0.29
881,GPS,kyleevanmurphy,0.30
882,GPS,Bob S.,0.31
883,GPS,"MSShaalan_2Q19, CFA, FRM",0.32
884,GPS,Analyst_7015682,0.32
885,GPS,Dr_Meso,0.32
886,GPS,Analyst_3388435,0.32
887,GPS,Sentinel,0.33
888,GPS,Analyst_4954595,0.33
889,GPS,Frederick Tremblay,0.33
890,GPS,Sam0808,0.33
891,GPS,Medic2525,0.33
892,GPS,Tyler Davis,0.33
893,GPS,Abbas Mashaollah,0.33
894,GPS,Jacob Hess,0.33
895,GPS,Dana Telsey,0.34
896,GPS,Scott Hendricks,0.34
897,GPS,Bill,0.35
898,GPS,Wx_Torn,0.35
899,GPS,Kretzmann,0.35
900,GPS,Mehrwert,0.36
901,GPS,Malette,0.37
902,GPS,Zach Mazzeo,0.40
903,GPS,Randal Konik,0.42
904,GPS,Diogo Oliveira,0.79
