,Analysts,Ticker,Quarter,Reported,Rank,EPS_Points,Revenue_Points,Total_Points
1126,Analyst_6421915,CMG,Q3 2019,"Oct 22, 2019",126 / 125,-5,-23,-28
1127,Analyst_6421915,BBBY,Q2 2019,"Oct 2, 2019",8 / 53,8,13,21
1128,Analyst_6421915,MIK,Q2 2019,"Sep 4, 2019",19 / 20,7,-14,-7
1129,Analyst_6421915,ETSY,Q2 2019,"Aug 1, 2019",47 / 49,-17,-10,-27
1130,Analyst_6421915,UAA,Q2 2019,"Jul 30, 2019",91 / 91,-25,-4,-29
1131,Analyst_6421915,MIK,Q1 2019,"Jun 6, 2019",14 / 14,-25,-25,-50
1132,Analyst_6421915,BBY,Q1 2020,"May 23, 2019",37 / 43,-7,-1,-8
1133,Analyst_6421915,TGT,Q1 2019,"May 22, 2019",38 / 71,11,-3,8
1134,Analyst_6421915,AAP,Q1 2019,"May 22, 2019",22 / 25,-7,-10,-17
1135,Analyst_6421915,KSS,Q1 2019,"May 21, 2019",9 / 34,-2,15,13
1136,Analyst_6421915,RL,Q4 2019,"May 14, 2019",10 / 24,9,10,19
1137,Analyst_6421915,ETSY,Q1 2019,"May 8, 2019",13 / 64,16,-8,8
1138,Analyst_6421915,PETS,Q4 2019,"May 6, 2019",2 / 15,11,16,27
1139,Analyst_6421915,DATA,Q1 2019,"May 2, 2019",52 / 66,-17,20,3
1140,Analyst_6421915,PENN,Q1 2019,"May 2, 2019",5 / 31,-2,-1,-3
1141,Analyst_6421915,UAA,Q1 2019,"May 2, 2019",84 / 88,-25,9,-16
1142,Analyst_6421915,W,Q1 2019,"May 2, 2019",38 / 40,-5,-24,-29
1143,Analyst_6421915,DENN,Q1 2019,"Apr 30, 2019",7 / 7,-11,-6,-17
1144,Analyst_6421915,SIX,Q1 2019,"Apr 23, 2019",11 / 16,-4,13,9
1145,Analyst_6421915,GWW,Q1 2019,"Apr 22, 2019",20 / 20,-3,-25,-28
1146,Analyst_5539859,PLTR,Q1 2021,"May 11, 2021",81 / 95,-3,-11,-14
1147,Analyst_5539859,LEAF,Q1 2021,"May 6, 2021",1 / 2,15,-2,13
1148,Analyst_5539859,LLNW,Q1 2021,"Apr 29, 2021",3 / 3,-4,-6,-10
1149,Analyst_5539859,FB,Q1 2021,"Apr 28, 2021",146 / 194,8,-4,4
1150,Analyst_5539859,T,Q1 2021,"Apr 22, 2021",23 / 38,9,7,16
1151,Analyst_5539859,WFC,Q1 2021,"Apr 14, 2021",33 / 38,-4,-4,-8
1152,Analyst_5539859,VSTM,Q4 2020,"Mar 18, 2021",5 / 5,0,-16,-16
1153,Analyst_5539859,CLDR,Q4 2021,"Mar 10, 2021",3 / 21,19,19,38
1154,Analyst_5539859,MGNI,Q4 2020,"Feb 24, 2021",22 / 31,6,8,14
1155,Analyst_5539859,PLTR,Q4 2020,"Feb 16, 2021",27 / 84,12,12,24
1156,Analyst_5539859,LLNW,Q4 2020,"Feb 11, 2021",9 / 8,-7,-7,-14
1157,Analyst_5539859,VIVO,Q1 2021,"Feb 5, 2021",6 / 10,-4,13,9
1158,Analyst_5539859,SNAP,Q4 2020,"Feb 4, 2021",10 / 70,16,21,37
1159,Analyst_5539859,DGII,Q1 2021,"Feb 3, 2021",3 / 6,9,12,21
1160,Analyst_5539859,AMZN,Q4 2020,"Feb 2, 2021",260 / 313,9,-8,1
1161,Analyst_5539859,GOOGL,Q4 2020,"Feb 2, 2021",54 / 189,13,10,23
1162,Analyst_5539859,SQ,Q3 2020,"Nov 5, 2020",77 / 110,9,-4,5
1163,Analyst_5539859,MRVL,Q2 2021,"Aug 27, 2020",11 / 25,-1,17,16
1164,Analyst_5539859,AMZN,Q2 2020,"Jul 30, 2020",272 / 392,-4,10,6
1165,Analyst_5539859,V,Q3 2020,"Jul 28, 2020",2 / 122,23,24,47
1166,Analyst_5539859,SNAP,Q2 2020,"Jul 21, 2020",51 / 105,-10,19,9
1167,Analyst_5539859,QNST,Q3 2020,"May 6, 2020",5 / 6,-5,-4,-9
1168,Analyst_5539859,TWTR,Q1 2020,"Apr 30, 2020",138 / 140,-16,-22,-38
1169,Analyst_5539859,SNAP,Q1 2020,"Apr 21, 2020",47 / 78,-17,23,6
1170,Analyst_5539859,MRVL,Q4 2020,"Mar 4, 2020",3 / 19,25,20,45
1171,dsadhvani,RH,Q3 2021,"Dec 8, 2021",13 / 22,8,15,23
1172,dsadhvani,CRM,Q3 2022,"Nov 30, 2021",48 / 80,6,10,16
1173,dsadhvani,DOCU,Q2 2022,"Sep 2, 2021",27 / 56,12,13,25
1174,dsadhvani,CRWD,Q2 2022,"Aug 31, 2021",13 / 70,25,11,36
1175,dsadhvani,SONO,Q3 2021,"Aug 11, 2021",10 / 14,4,8,12
1176,dsadhvani,FDX,Q4 2021,"Jun 24, 2021",15 / 27,-1,11,10
1177,dsadhvani,ORCL,Q4 2021,"Jun 15, 2021",3 / 42,8,25,33
1178,dsadhvani,DOCU,Q1 2022,"Jun 3, 2021",41 / 50,7,-5,2
1179,dsadhvani,CRWD,Q1 2022,"Jun 3, 2021",5 / 78,25,20,45
1180,dsadhvani,MDT,Q4 2021,"May 27, 2021",5 / 19,12,24,36
1181,dsadhvani,BBY,Q1 2022,"May 27, 2021",9 / 12,-4,-4,-8
1182,dsadhvani,DE,Q2 2021,"May 21, 2021",11 / 18,-4,12,8
1183,dsadhvani,WMT,Q1 2022,"May 18, 2021",38 / 60,9,7,16
1184,dsadhvani,DIS,Q2 2021,"May 13, 2021",88 / 128,7,-2,5
1185,dsadhvani,CAT,Q1 2021,"Apr 29, 2021",13 / 22,9,9,18
1186,dsadhvani,ASML,Q1 2021,"Apr 21, 2021",17 / 28,8,11,19
1187,dsadhvani,TSM,Q1 2021,"Apr 15, 2021",27 / 42,-4,21,17
1188,dsadhvani,MU,Q2 2021,"Mar 31, 2021",29 / 109,16,23,39
1189,dsadhvani,OKTA,Q4 2021,"Mar 3, 2021",20 / 43,16,6,22
1190,dsadhvani,MRVL,Q4 2021,"Mar 3, 2021",12 / 19,-1,7,6
1191,dsadhvani,SNOW,Q4 2021,"Mar 3, 2021",20 / 51,-3,15,12
1192,dsadhvani,AMAT,Q1 2021,"Feb 18, 2021",21 / 35,12,13,25
1193,dsadhvani,TTD,Q4 2020,"Feb 18, 2021",37 / 48,-3,-3,-6
1194,dsadhvani,ROKU,Q4 2020,"Feb 18, 2021",24 / 71,9,17,26
1195,dsadhvani,GM,Q4 2020,"Feb 10, 2021",23 / 36,5,9,14
1196,Richard Wickstrom,PYPL,Q2 2021,"Jul 28, 2021",78 / 96,-4,-7,-11
1197,Richard Wickstrom,FB,Q2 2021,"Jul 28, 2021",11 / 199,20,22,42
1198,Richard Wickstrom,SCHW,Q2 2021,"Jul 16, 2021",9 / 17,-5,11,6
1199,Richard Wickstrom,BAC,Q2 2021,"Jul 14, 2021",40 / 57,11,-5,6
1200,Richard Wickstrom,JPM,Q2 2021,"Jul 13, 2021",1 / 91,21,24,45
1201,Richard Wickstrom,LULU,Q1 2021,"Jun 3, 2021",5 / 55,18,18,36
1202,Richard Wickstrom,NVDA,Q1 2022,"May 26, 2021",34 / 195,14,17,31
1203,Richard Wickstrom,GOOGL,Q1 2021,"Apr 27, 2021",10 / 195,11,23,34
1204,Richard Wickstrom,RTX,Q1 2021,"Apr 27, 2021",11 / 18,11,-4,7
1205,Richard Wickstrom,LMT,Q1 2021,"Apr 20, 2021",10 / 28,11,-4,7
1206,Richard Wickstrom,UAL,Q1 2021,"Apr 19, 2021",14 / 25,-2,-1,-3
1207,Richard Wickstrom,SCHW,Q1 2021,"Apr 15, 2021",4 / 13,-2,16,14
1208,Richard Wickstrom,PEP,Q1 2021,"Apr 15, 2021",12 / 51,11,17,28
1209,Richard Wickstrom,BAC,Q1 2021,"Apr 15, 2021",9 / 60,12,12,24
1210,Richard Wickstrom,JPM,Q1 2021,"Apr 14, 2021",14 / 109,14,12,26
1211,Richard Wickstrom,NVDA,Q4 2021,"Feb 24, 2021",65 / 224,13,19,32
1212,Richard Wickstrom,MGM,Q4 2020,"Feb 10, 2021",22 / 26,-7,-3,-10
1213,Richard Wickstrom,CSCO,Q2 2021,"Feb 9, 2021",2 / 85,25,19,44
1214,Richard Wickstrom,GT,Q4 2020,"Feb 9, 2021",14 / 18,9,-9,0
1215,Richard Wickstrom,COTY,Q2 2021,"Feb 9, 2021",2 / 10,17,-1,16
1216,Richard Wickstrom,HAS,Q4 2020,"Feb 8, 2021",2 / 16,25,16,41
1217,Richard Wickstrom,REGN,Q4 2020,"Feb 5, 2021",6 / 26,15,-2,13
1218,Richard Wickstrom,SKYW,Q4 2020,"Feb 4, 2021",5 / 13,-4,9,5
1219,Richard Wickstrom,ATVI,Q4 2020,"Feb 4, 2021",23 / 58,18,-4,14
1220,Richard Wickstrom,MRK,Q4 2020,"Feb 4, 2021",10 / 25,-2,-2,-4
1221,Analyst_1237625,BBY,Q4 2019,"Feb 27, 2019",37 / 51,12,-9,3
1222,Analyst_1237625,BBY,Q3 2019,"Nov 20, 2018",30 / 41,6,-2,4
1223,Analyst_5834275,NXPI,Q1 2019,"Apr 29, 2019",65 / 65,-12,-25,-37
1224,Analyst_5834275,STZ,Q4 2019,"Apr 4, 2019",24 / 52,13,8,21
1225,Analyst_5834275,GME,Q4 2018,"Apr 2, 2019",41 / 75,0,-3,-3
1226,Analyst_5834275,KMX,Q4 2019,"Mar 29, 2019",9 / 27,-5,15,10
1227,Analyst_5834275,RH,Q4 2018,"Mar 28, 2019",6 / 58,11,13,24
1228,Analyst_5834275,LULU,Q4 2018,"Mar 27, 2019",60 / 134,11,12,23
1229,Analyst_5834275,LEN,Q1 2019,"Mar 27, 2019",8 / 28,-1,12,11
1230,Analyst_5834275,CCL,Q1 2019,"Mar 26, 2019",20 / 57,15,8,23
1231,Analyst_5834275,WGO,Q2 2019,"Mar 25, 2019",6 / 27,18,15,33
1232,Analyst_5834275,HIBB,Q4 2019,"Mar 22, 2019",2 / 35,10,17,27
1233,Analyst_5834275,TIF,Q4 2018,"Mar 22, 2019",10 / 38,-1,14,13
1234,Analyst_5834275,NKE,Q3 2019,"Mar 21, 2019",41 / 142,13,16,29
1235,Analyst_5834275,ZUO,Q4 2019,"Mar 21, 2019",9 / 32,25,8,33
1236,Analyst_5834275,CSIQ,Q4 2018,"Mar 21, 2019",12 / 25,13,-1,12
1237,Analyst_5834275,DRI,Q3 2019,"Mar 21, 2019",12 / 36,13,15,28
1238,Analyst_5834275,WSM,Q4 2018,"Mar 20, 2019",9 / 37,12,11,23
1239,Analyst_5834275,GES,Q4 2019,"Mar 20, 2019",17 / 28,-4,-2,-6
1240,Analyst_5834275,FDX,Q3 2019,"Mar 19, 2019",23 / 57,-1,-3,-4
1241,Analyst_5834275,DBI,Q4 2018,"Mar 19, 2019",10 / 32,-2,-1,-3
1242,Analyst_5834275,HDS,Q4 2018,"Mar 19, 2019",3 / 13,17,15,32
1243,Analyst_5834275,AVGO,Q1 2019,"Mar 14, 2019",33 / 93,15,-3,12
1244,Analyst_5834275,ZUMZ,Q4 2018,"Mar 14, 2019",9 / 29,14,-2,12
1245,Analyst_5834275,ADBE,Q1 2019,"Mar 14, 2019",83 / 159,10,10,20
1246,Analyst_5834275,ORCL,Q3 2019,"Mar 14, 2019",19 / 108,10,23,33
1247,Analyst_5834275,DOCU,Q4 2019,"Mar 14, 2019",63 / 70,-7,-4,-11
1248,Analyst_904101,MED,Q4 2019,"Feb 26, 2020",9 / 9,8,-4,4
1249,Analyst_5597176,SCVL,Q4 2019,"Mar 25, 2020",5 / 9,-1,-5,-6
1250,Analyst_5597176,MOMO,Q4 2019,"Mar 19, 2020",22 / 31,-3,-4,-7
1251,Analyst_5597176,HPE,Q1 2020,"Mar 3, 2020",9 / 14,-2,-6,-8
1252,Analyst_5597176,ECPG,Q4 2019,"Feb 26, 2020",7 / 7,9,-25,-16
1253,Analyst_5597176,PANW,Q2 2020,"Feb 24, 2020",52 / 63,-3,-3,-6
1254,Analyst_5597176,NVDA,Q4 2020,"Feb 13, 2020",219 / 254,-2,-4,-6
1255,Analyst_5597176,ROKU,Q4 2019,"Feb 13, 2020",4 / 110,25,0,25
1256,Analyst_5597176,QLYS,Q4 2019,"Feb 12, 2020",13 / 16,-5,-1,-6
1257,Analyst_5597176,AMAT,Q1 2020,"Feb 12, 2020",46 / 57,-3,-2,-5
1258,Analyst_5597176,LAD,Q4 2019,"Feb 12, 2020",9 / 32,16,-2,14
1259,Analyst_5597176,ZEN,Q4 2019,"Feb 6, 2020",26 / 35,-1,-3,-4
1260,Analyst_5597176,BMY,Q4 2019,"Feb 6, 2020",15 / 32,9,8,17
1261,Analyst_5597176,MRK,Q4 2019,"Feb 5, 2020",4 / 26,18,13,31
1262,Analyst_5597176,F,Q4 2019,"Feb 4, 2020",12 / 46,15,-5,10
1263,Analyst_5597176,POWI,Q4 2019,"Jan 30, 2020",8 / 10,6,-3,3
1264,Analyst_5597176,TSLA,Q4 2019,"Jan 29, 2020",369 / 580,-5,12,7
1265,Analyst_5597176,MKSI,Q4 2019,"Jan 28, 2020",8 / 12,12,11,23
1266,Analyst_5597176,AMD,Q4 2019,"Jan 28, 2020",216 / 302,-3,-2,-5
1267,Analyst_5597176,RTX,Q4 2019,"Jan 28, 2020",43 / 49,4,-8,-4
1268,Analyst_5597176,TSM,Q4 2019,"Jan 16, 2020",7 / 33,-2,17,15
1269,Analyst_5597176,UNH,Q4 2019,"Jan 15, 2020",2 / 59,6,24,30
1270,Analyst_5597176,DAL,Q4 2019,"Jan 14, 2020",48 / 57,-4,-3,-7
1271,Analyst_5597176,NKE,Q2 2020,"Dec 19, 2019",100 / 113,-5,-5,-10
1272,Analyst_5597176,ZUMZ,Q3 2019,"Dec 5, 2019",26 / 32,-4,7,3
1273,Analyst_5597176,WORK,Q3 2020,"Dec 4, 2019",38 / 51,-4,9,5
1274,Analyst_703153,GRPN,Q3 2021,"Nov 4, 2021",1 / 10,8,25,33
1275,Analyst_703153,SHAK,Q3 2021,"Nov 4, 2021",6 / 16,-3,-2,-5
1276,Analyst_703153,EBS,Q3 2021,"Nov 4, 2021",7 / 8,10,-4,6
1277,Analyst_703153,DECK,Q2 2022,"Oct 28, 2021",4 / 18,-2,-2,-4
1278,Analyst_703153,IMAX,Q3 2021,"Oct 28, 2021",9 / 9,2,-3,-1
1279,Analyst_703153,LVS,Q3 2021,"Oct 20, 2021",19 / 23,-4,-4,-8
1280,Analyst_703153,KBH,Q3 2021,"Sep 22, 2021",6 / 12,-1,-3,-4
1281,Analyst_703153,LEN,Q3 2021,"Sep 20, 2021",5 / 11,11,-3,8
1282,Analyst_703153,FIVE,Q2 2021,"Sep 1, 2021",12 / 13,-4,-6,-10
1283,Analyst_703153,ADSK,Q2 2022,"Aug 25, 2021",23 / 25,-10,-13,-23
1284,Analyst_703153,AAP,Q2 2021,"Aug 24, 2021",3 / 7,10,-1,9
1285,Analyst_703153,DE,Q3 2021,"Aug 20, 2021",15 / 23,11,-4,7
1286,Analyst_703153,BYND,Q2 2021,"Aug 5, 2021",1 / 18,15,11,26
1287,Analyst_703153,EBS,Q2 2021,"Jul 29, 2021",3 / 7,8,-1,7
1288,Analyst_703153,TAP,Q2 2021,"Jul 29, 2021",12 / 15,6,9,15
1289,Analyst_703153,TEVA,Q2 2021,"Jul 28, 2021",12 / 18,-4,-3,-7
1290,Analyst_703153,AAPL,Q3 2021,"Jul 27, 2021",187 / 348,9,10,19
1291,Analyst_703153,LOGI,Q1 2022,"Jul 26, 2021",15 / 17,7,-4,3
1292,Analyst_703153,AXP,Q2 2021,"Jul 23, 2021",3 / 17,12,11,23
1293,Analyst_703153,DQ,Q1 2021,"May 18, 2021",11 / 17,-2,-4,-6
1294,Analyst_703153,CVLT,Q4 2021,"May 4, 2021",5 / 7,15,-4,11
1295,Analyst_703153,PFE,Q1 2021,"May 4, 2021",41 / 51,10,-6,4
1296,Analyst_703153,VRTX,Q1 2021,"Apr 29, 2021",16 / 23,-3,10,7
1297,Analyst_703153,ORCL,Q3 2021,"Mar 10, 2021",24 / 49,19,-7,12
1298,Analyst_703153,K,Q4 2020,"Feb 11, 2021",5 / 15,-2,11,9
1299,Darren Aftahi,MCHX,Q3 2021,"Nov 9, 2021",1 / 3,10,-3,7
1300,Darren Aftahi,ALRM,Q3 2021,"Nov 4, 2021",4 / 6,6,10,16
1301,Darren Aftahi,MITK,Q4 2021,"Nov 4, 2021",5 / 5,-25,-25,-50
1302,Darren Aftahi,ETSY,Q3 2021,"Nov 3, 2021",23 / 35,-5,15,10
1303,Darren Aftahi,APPS,Q2 2022,"Nov 2, 2021",19 / 18,-6,-6,-12
1304,Darren Aftahi,SHOP,Q3 2021,"Oct 28, 2021",3 / 63,23,20,43
1305,Darren Aftahi,APPS,Q1 2022,"Aug 9, 2021",11 / 13,-3,-3,-6
1306,Darren Aftahi,ALRM,Q2 2021,"Aug 5, 2021",3 / 7,9,12,21
1307,Darren Aftahi,MCHX,Q2 2021,"Aug 5, 2021",3 / 3,0,9,9
1308,Darren Aftahi,ETSY,Q2 2021,"Aug 4, 2021",21 / 36,-3,-1,-4
1309,Darren Aftahi,MITK,Q3 2021,"Jul 29, 2021",5 / 5,-25,-25,-50
1310,Darren Aftahi,SHOP,Q2 2021,"Jul 28, 2021",49 / 67,7,-4,3
1311,Darren Aftahi,MCHX,Q1 2021,"May 13, 2021",3 / 3,0,-6,-6
1312,Darren Aftahi,ETSY,Q1 2021,"May 5, 2021",34 / 43,-5,-1,-6
1313,Darren Aftahi,ALRM,Q1 2021,"May 4, 2021",9 / 12,8,9,17
1314,Darren Aftahi,MITK,Q2 2021,"Apr 29, 2021",7 / 7,-25,-25,-50
1315,Darren Aftahi,SHOP,Q1 2021,"Apr 28, 2021",32 / 69,11,9,20
1316,Darren Aftahi,MCHX,Q4 2020,"Mar 2, 2021",5 / 5,0,0,0
1317,Darren Aftahi,ALRM,Q4 2020,"Feb 25, 2021",8 / 11,3,7,10
1318,Darren Aftahi,ETSY,Q4 2020,"Feb 25, 2021",44 / 48,-5,-4,-9
1319,Darren Aftahi,STMP,Q4 2020,"Feb 17, 2021",15 / 15,-17,-25,-42
1320,Darren Aftahi,SHOP,Q4 2020,"Feb 17, 2021",36 / 93,12,13,25
1321,Darren Aftahi,GLUU,Q4 2020,"Feb 8, 2021",9 / 9,-6,-5,-11
1322,Darren Aftahi,MITK,Q1 2021,"Jan 28, 2021",10 / 10,-25,-25,-50
1323,Darren Aftahi,MITK,Q4 2020,"Nov 5, 2020",6 / 6,-25,-25,-50
1324,Jagator904,GME,Q3 2021,"Dec 8, 2021",39 / 68,-4,12,8
1325,Jagator904,COUP,Q3 2022,"Dec 6, 2021",16 / 30,7,14,21
1326,Jagator904,HIBB,Q3 2022,"Dec 3, 2021",14 / 15,-6,-9,-15
1327,Jagator904,DOCU,Q3 2022,"Dec 2, 2021",28 / 48,8,15,23
1328,Jagator904,CRWD,Q3 2022,"Dec 1, 2021",29 / 60,10,12,22
1329,Jagator904,DOOO,Q3 2022,"Dec 1, 2021",2 / 12,-2,-2,-4
1330,Jagator904,ZS,Q1 2022,"Nov 30, 2021",8 / 37,25,10,35
1331,Jagator904,CRM,Q3 2022,"Nov 30, 2021",6 / 80,17,24,41
1332,Jagator904,SNEX,Q4 2021,"Nov 29, 2021",2 / 4,-3,13,10
1333,Jagator904,DE,Q4 2021,"Nov 24, 2021",27 / 29,-6,-7,-13
1334,Jagator904,JACK,Q4 2021,"Nov 23, 2021",11 / 20,-3,-3,-6
1335,Jagator904,BBY,Q3 2022,"Nov 23, 2021",12 / 19,-10,20,10
1336,Jagator904,ANF,Q3 2021,"Nov 23, 2021",7 / 8,-5,-3,-8
1337,Jagator904,DKS,Q3 2021,"Nov 23, 2021",9 / 29,21,10,31
1338,Jagator904,URBN,Q3 2022,"Nov 22, 2021",4 / 13,16,-2,14
1339,Jagator904,ZM,Q3 2022,"Nov 22, 2021",10 / 57,-2,25,23
1340,Jagator904,BABA,Q2 2022,"Nov 18, 2021",15 / 161,-2,17,15
1341,Jagator904,NVDA,Q3 2022,"Nov 17, 2021",5 / 212,19,22,41
1342,Jagator904,CPRT,Q1 2022,"Nov 17, 2021",2 / 7,19,12,31
1343,Jagator904,BIDU,Q3 2021,"Nov 17, 2021",7 / 48,23,18,41
1344,Jagator904,LOW,Q3 2021,"Nov 17, 2021",24 / 26,-6,-12,-18
1345,Jagator904,STNE,Q3 2021,"Nov 16, 2021",6 / 11,13,-6,7
1346,Jagator904,SE,Q3 2021,"Nov 16, 2021",9 / 25,-2,16,14
1347,Jagator904,AXON,Q3 2021,"Nov 15, 2021",11 / 15,9,-5,4
1348,Jagator904,DIS,Q4 2021,"Nov 10, 2021",54 / 96,-3,-2,-5
1349,Analyst_5877488,CWH,Q4 2019,"Feb 27, 2020",2 / 9,19,-2,17
1350,JH839712,CPRT,Q1 2022,"Nov 17, 2021",5 / 7,19,,19
1351,JH839712,KELYA,Q3 2021,"Nov 10, 2021",3 / 4,-5,,-5
1352,JH839712,GT,Q3 2021,"Nov 5, 2021",11 / 12,-4,,-4
1353,JH839712,WWE,Q3 2021,"Nov 4, 2021",8 / 9,-9,,-9
1354,JH839712,LYV,Q3 2021,"Nov 4, 2021",4 / 5,-6,,-6
1355,JH839712,UBER,Q3 2021,"Nov 4, 2021",8 / 42,12,,12
1356,JH839712,RBA,Q3 2021,"Nov 4, 2021",3 / 3,-4,,-4
1357,JH839712,LYFT,Q3 2021,"Nov 2, 2021",25 / 26,-25,-4,-29
1358,JH839712,KAR,Q3 2021,"Nov 2, 2021",1 / 6,25,,25
1359,JH839712,IAA,Q3 2021,"Nov 2, 2021",5 / 4,-3,,-3
1360,JH839712,CAR,Q3 2021,"Nov 1, 2021",9 / 9,-4,,-4
1361,JH839712,KFRC,Q3 2021,"Nov 1, 2021",3 / 5,17,,17
1362,JH839712,LKQ,Q3 2021,"Oct 28, 2021",6 / 7,-4,,-4
1363,JH839712,URI,Q3 2021,"Oct 27, 2021",10 / 13,-7,,-7
1364,JH839712,MNRO,Q2 2022,"Oct 27, 2021",7 / 11,-4,14,10
1365,JH839712,PAG,Q3 2021,"Oct 27, 2021",6 / 8,-4,,-4
1366,JH839712,TBI,Q3 2021,"Oct 25, 2021",3 / 3,-11,,-11
1367,JH839712,RHI,Q3 2021,"Oct 21, 2021",8 / 12,15,,15
1368,JH839712,AN,Q3 2021,"Oct 21, 2021",10 / 12,-8,,-8
1369,JH839712,UNF,Q4 2021,"Oct 20, 2021",4 / 4,-3,,-3
1370,JH839712,MAN,Q3 2021,"Oct 19, 2021",3 / 9,-1,,-1
1371,JH839712,KMX,Q2 2022,"Sep 30, 2021",18 / 20,-3,,-3
1372,JH839712,CTAS,Q1 2022,"Sep 29, 2021",7 / 9,10,,10
1373,JH839712,CPRT,Q4 2021,"Sep 8, 2021",7 / 9,-6,,-6
1374,JH839712,KELYA,Q2 2021,"Aug 12, 2021",1 / 3,17,,17
1375,Buck_731812,RUSHA,Q4 2020,"Feb 10, 2021",2 / 5,-6,16,10
1376,Buck_731812,PAG,Q4 2020,"Feb 10, 2021",8 / 11,-7,,-7
1377,Buck_731812,PAG,Q3 2020,"Oct 22, 2020",7 / 12,-3,,-3
1378,Buck_731812,RUSHA,Q3 2020,"Oct 21, 2020",5 / 6,14,-5,9
1379,Buck_731812,PAG,Q2 2020,"Jul 29, 2020",7 / 9,-8,,-8
1380,Buck_731812,RUSHA,Q2 2020,"Jul 22, 2020",4 / 8,12,-6,6
1381,Buck_731812,PAG,Q1 2020,"May 6, 2020",8 / 10,-7,,-7
1382,Buck_731812,RUSHA,Q1 2020,"Apr 22, 2020",3 / 8,16,12,28
1383,Buck_731812,RUSHA,Q4 2019,"Feb 12, 2020",4 / 8,9,-5,4
1384,Buck_731812,PAG,Q4 2019,"Feb 5, 2020",9 / 10,-6,,-6
1385,Buck_731812,PAG,Q3 2019,"Oct 29, 2019",6 / 10,-4,,-4
1386,"Dave King, CFA",VSTO,Q4 2021,"May 6, 2021",13 / 14,-19,-8,-27
1387,"Dave King, CFA",SQBG,Q4 2020,"Apr 15, 2021",5 / 5,-1,-24,-25
1388,"Dave King, CFA",TLYS,Q4 2020,"Mar 11, 2021",4 / 5,9,-12,-3
1389,"Dave King, CFA",CLAR,Q4 2020,"Mar 8, 2021",12 / 13,-25,-13,-38
1390,"Dave King, CFA",GOLF,Q4 2020,"Feb 25, 2021",2 / 4,12,-3,9
1391,"Dave King, CFA",CODI,Q4 2020,"Feb 24, 2021",6 / 11,11,-5,6
1392,"Dave King, CFA",PLNT,Q4 2020,"Feb 18, 2021",7 / 8,-15,-25,-40
1393,"Dave King, CFA",ELY,Q4 2020,"Feb 10, 2021",25 / 26,-4,-7,-11
1394,"Dave King, CFA",VSTO,Q3 2021,"Feb 4, 2021",9 / 10,-13,-14,-27
1395,"Dave King, CFA",TLYS,Q3 2020,"Dec 3, 2020",7 / 8,-13,-14,-27
1396,"Dave King, CFA",SQBG,Q3 2020,"Nov 16, 2020",3 / 3,6,-25,-19
1397,"Dave King, CFA",ZAGG,Q3 2020,"Nov 9, 2020",4 / 4,-25,-25,-50
1398,"Dave King, CFA",CLAR,Q3 2020,"Nov 9, 2020",3 / 14,-6,20,14
1399,"Dave King, CFA",GOLF,Q3 2020,"Nov 6, 2020",2 / 6,-3,13,10
1400,"Dave King, CFA",PLNT,Q3 2020,"Nov 5, 2020",8 / 10,-11,-14,-25
1401,"Dave King, CFA",VSTO,Q2 2021,"Nov 5, 2020",6 / 7,-7,-6,-13
1402,"Dave King, CFA",CODI,Q3 2020,"Oct 28, 2020",1 / 18,16,18,34
1403,"Dave King, CFA",ELY,Q3 2020,"Oct 27, 2020",7 / 23,9,11,20
1404,"Dave King, CFA",TLYS,Q2 2020,"Sep 3, 2020",4 / 5,13,-21,-8
1405,"Dave King, CFA",SQBG,Q2 2020,"Aug 13, 2020",6 / 7,17,-25,-8
1406,"Dave King, CFA",CLAR,Q2 2020,"Aug 10, 2020",12 / 14,16,-25,-9
1407,"Dave King, CFA",ELY,Q2 2020,"Aug 6, 2020",19 / 20,-16,-25,-41
1408,"Dave King, CFA",VSTO,Q1 2021,"Aug 6, 2020",5 / 6,-4,12,8
1409,"Dave King, CFA",GOLF,Q2 2020,"Aug 5, 2020",4 / 5,-13,-8,-21
1410,"Dave King, CFA",ZAGG,Q2 2020,"Aug 4, 2020",4 / 4,-25,-25,-50
1411,Analyst_4982024,FL,Q4 2019,"Feb 28, 2020",33 / 39,-11,-5,-16
1412,Analyst_2668883,WMT,Q1 2022,"May 18, 2021",58 / 60,12,-21,-9
1413,Analyst_2668883,SNX,Q4 2020,"Jan 11, 2021",10 / 12,-10,9,-1
1414,Analyst_2668883,MDB,Q3 2021,"Dec 8, 2020",22 / 28,-11,15,4
1415,Analyst_2668883,WORK,Q3 2021,"Dec 1, 2020",23 / 39,0,0,0
1416,Analyst_2668883,NLOK,Q4 2020,"May 14, 2020",8 / 13,-13,22,9
1417,Analyst_2668883,FLS,Q1 2020,"May 7, 2020",11 / 11,-5,-7,-12
1418,Analyst_2668883,INTC,Q1 2020,"Apr 23, 2020",39 / 171,13,14,27
1419,Analyst_2668883,MU,Q2 2020,"Mar 25, 2020",78 / 114,14,-4,10
1420,Analyst_2668883,MOMO,Q4 2019,"Mar 19, 2020",20 / 31,-2,8,6
1421,Analyst_2668883,COUP,Q4 2020,"Mar 16, 2020",13 / 27,10,8,18
1422,Analyst_2668883,ADBE,Q1 2020,"Mar 12, 2020",60 / 81,14,-5,9
1423,Analyst_2668883,WORK,Q4 2020,"Mar 12, 2020",23 / 37,-3,8,5
